Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Bdkrb2-Tbxa2r complex,Mouse,"Human, Rat","This complex represents a functional heterodimeric G protein-coupled receptor (GPCR) association between the bradykinin B2 receptor and thromboxane A2 receptor. The complex modulates vascular smooth muscle contractility and plays a role in inflammatory responses, particularly in cardiovascular diseases. The interaction enhances signaling cascades related to vasoconstriction, platelet aggregation, and inflammatory mediator release.","Bradykinin receptor B2, Thromboxane A2 receptor","Bdkrb2, Tbxa2r",(0.7 × 0.3) + (0.6 × 0.3) + (0.9 × 0.25) + (0.8 × 0.15) = 0.21 + 0.18 + 0.225 + 0.12 = **0.735**
zero-shot,,,,,,,
few-shot,Drd3-Ednrb complex,Mouse,"Human, Rat","This complex is involved in dopamine D3 receptor and endothelin receptor type B signaling interactions. The complex appears to play a role in modulating neuronal excitability, particularly in the basal ganglia where it may contribute to motor control functions. The interaction between these receptors may be important in the pathophysiology of neurological disorders such as Parkinson's disease.","Dopamine D3 receptor, Endothelin receptor type B","Drd3, Ednrb",(0.6 × 0.3) + (0.5 × 0.3) + (0.9 × 0.25) + (0.8 × 0.15) = 0.18 + 0.15 + 0.225 + 0.12 = **0.675**
contextual,Drd3-Ednrb complex,Mouse,Human,"This complex involves the interaction between dopamine receptor D3 and endothelin receptor type B, which may play a role in regulating dopaminergic signaling and vascular function in the brain. The interaction potentially mediates cross-talk between dopaminergic and endothelin signaling pathways, affecting neuronal function, vascular tone, and possibly involved in neuropsychiatric disorders.","Dopamine receptor D3, Endothelin receptor type B","Drd3, Ednrb",(0.70 × 0.3) + (0.65 × 0.3) + (0.95 × 0.25) + (0.90 × 0.15) = 0.21 + 0.195 + 0.2375 + 0.135 = **0.7775**
zero-shot,,,,,,,
few-shot,,,,,,,
contextual,Egflam-Gpr179 complex,Mouse (Mus musculus),Human (although less extensively characterized),"This complex plays a critical role in the retina by forming a scaffold at the dendritic tips of ON-bipolar cells, enabling the localization of mGluR6, TRPM1, and other components required for ON-pathway signal transduction. It is essential for the proper function of the metabotropic glutamate receptor 6 (mGluR6) signaling cascade and normal visual processing.","- EGF-like, fibronectin type III and laminin G domains protein (Pikachurin); - G-protein coupled receptor 179 (GPR179)",- Egflam; - Gpr179,(0.85 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.255 + 0.27 + 0.25 + 0.1425 = **0.9175**
zero-shot,,,,,,,
few-shot,Ceacam1-4L-Syk-Tlr4 complex,Mouse,Human (with some structural and functional differences),"This complex plays a critical role in the negative regulation of Toll-like receptor 4 (TLR4) signaling during bacterial infection. Upon binding of bacterial ligands, Ceacam1-4L recruits Syk kinase which then interacts with TLR4, leading to inhibition of pro-inflammatory responses. The complex helps maintain immune homeostasis by dampening excessive inflammation during pathogen invasion.","- Carcinoembryonic antigen-related cell adhesion molecule 1, isoform 4L (Ceacam1-4L); - Spleen tyrosine kinase (Syk); - Toll-like receptor 4 (TLR4)",- Ceacam1; - Syk; - Tlr4,(0.85 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (0.90 × 0.15) = 0.255 + 0.24 + 0.2375 + 0.135 = **0.8675**
contextual,Ceacam1-4L-Syk-Tlr4 complex,Mouse,Human (with variations in structure and function),"This complex plays a critical role in immune regulation, particularly in suppressing TLR4-mediated inflammatory responses. When CEACAM1-4L binds to pathogens or undergoes homophilic interactions, it recruits SYK kinase which then interacts with TLR4, leading to the inhibition of TLR4-mediated inflammatory pathways.","- Carcinoembryonic antigen-related cell adhesion molecule 1, 4 Long isoform (CEACAM1-4L); - Spleen tyrosine kinase (SYK); - Toll-like receptor 4 (TLR4)",- Ceacam1; - Syk; - Tlr4,(0.75 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (0.90 × 0.15) = 0.225 + 0.24 + 0.2375 + 0.135 = **0.8375**
zero-shot,,,,,,,
few-shot,KDR-NRP1-VEGF165 complex,Human,Mouse,"This complex functions in vascular endothelial growth factor (VEGF) signaling, mediating angiogenesis, vascular permeability, and endothelial cell proliferation, migration, and survival. The complex formation enhances VEGF-A165 binding to KDR, amplifying downstream signaling through the PI3K/Akt and MAPK pathways. It plays crucial roles in both physiological angiogenesis during development and pathological angiogenesis in diseases such as cancer and diabetic retinopathy.",- Vascular endothelial growth factor receptor 2 (VEGFR-2/KDR); - Neuropilin-1 (NRP1); - Vascular endothelial growth factor A isoform 165 (VEGF165),- KDR; - NRP1; - VEGFA,(0.90 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
contextual,KDR-NRP1-VEGF165 complex,Human,Mouse,"This complex functions as a critical signaling hub in angiogenesis (blood vessel formation). VEGF165 binding to KDR (VEGFR2) and NRP1 enhances VEGF signaling, stimulating endothelial cell proliferation, migration, survival, and vascular permeability. The complex formation increases binding affinity of VEGF165 to KDR and potentiates downstream signal transduction through receptor tyrosine kinase activity.",- Vascular endothelial growth factor receptor 2 (KDR/VEGFR2); - Neuropilin-1 (NRP1); - Vascular endothelial growth factor A isoform 165 (VEGF165),- KDR; - NRP1; - VEGFA,(0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
zero-shot,,,,,,,
few-shot,** NRP1-VEGF121 complex,** Human,"** Mouse, Rat, Xenopus","** The NRP1-VEGF121 complex plays a crucial role in vascular development, angiogenesis, and tumor progression. It mediates VEGF-induced endothelial cell migration and vascular permeability. The complex forms when VEGF121 (a shorter isoform of VEGF-A lacking heparin-binding domains) binds to the b1 domain of NRP1, enhancing VEGF receptor signaling. The complex also participates in neuronal development, axon guidance, and immune cell function.",**,**,** (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
contextual,NRP1-VEGF121 complex,Human,Mouse,"This complex is crucial in developmental and pathological angiogenesis. NRP1 acts as a co-receptor for VEGF121, enhancing VEGFR2 signaling and promoting endothelial cell migration and proliferation. The complex is particularly important in tumor angiogenesis, where it contributes to blood vessel formation and tumor progression.","Neuropilin-1 (NRP1), Vascular endothelial growth factor A isoform 121 (VEGF121)","NRP1, VEGFA",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1425 = **0.9175**
zero-shot,,,,,,,
few-shot,KDR-VEGF165 complex,Human,"Mouse, Rat","This complex mediates VEGF-induced angiogenesis, vascular permeability, and endothelial cell proliferation, migration, and survival. VEGF165 binding to KDR (VEGFR-2) receptor triggers receptor dimerization and tyrosine kinase activation, initiating downstream signaling cascades that regulate blood vessel formation during development, wound healing, and pathological conditions such as cancer.","Vascular endothelial growth factor receptor 2 (KDR/VEGFR-2), Vascular endothelial growth factor A (VEGF-A, specifically the 165 amino acid isoform)","KDR, VEGFA",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
contextual,** KDR-VEGF165 complex,** Human,"** Mouse, Rat","** This complex forms when vascular endothelial growth factor 165 (VEGF165) binds to kinase insert domain receptor (KDR/VEGFR2). The binding initiates signaling cascades that promote endothelial cell proliferation, survival, migration, and vascular permeability. This complex is critical for both developmental and pathological angiogenesis, including tumor vascularization.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,FLT4-VEGFC complex,Human,"Mouse, Zebrafish","This complex forms when vascular endothelial growth factor C (VEGFC) binds to the FLT4 receptor (also known as VEGFR-3), initiating signaling cascades essential for lymphangiogenesis - the formation of new lymphatic vessels from pre-existing ones. This signaling promotes lymphatic endothelial cell proliferation, migration, and survival. The complex is critical for lymphatic vessel development during embryogenesis and lymphatic vessel maintenance in adults.","Vascular endothelial growth factor receptor 3 (FLT4/VEGFR-3), Vascular endothelial growth factor C (VEGFC)","FLT4, VEGFC",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,FLT4-VEGFC complex,Human,"Mouse, Zebrafish","This receptor-ligand complex is crucial for lymphangiogenesis (formation of lymphatic vessels). Upon binding of VEGFC to FLT4 (VEGFR-3), the receptor dimerizes and undergoes autophosphorylation, activating downstream signaling pathways that promote lymphatic endothelial cell proliferation, migration, and survival. The complex is essential for lymphatic vessel development during embryogenesis and plays roles in tumor lymphangiogenesis and metastasis.","Vascular endothelial growth factor receptor 3 (VEGFR-3), Vascular endothelial growth factor C","FLT4, VEGFC",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,,,,,,,
contextual,ITGA3-ITGB1 complex (Integrin α3β1),Human,"Mouse, Rat, Xenopus laevis","The ITGA3-ITGB1 complex functions as a receptor for laminin-5 (laminin-332), fibronectin, collagen, and other extracellular matrix proteins. It mediates cell-substrate adhesion and plays critical roles in cell migration, proliferation, differentiation, and survival. In humans, it is particularly important in epithelial cell adhesion, kidney morphogenesis, and skin integrity. The complex transduces signals from the extracellular environment to influence cytoskeletal organization and intracellular signaling pathways.","Integrin alpha-3 (ITGA3), Integrin beta-1 (ITGB1)","ITGA3, ITGB1",(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae (Baker's yeast),"Human, Mouse, C. elegans, Drosophila melanogaster",The GARP complex is a tethering complex involved in retrograde transport of proteins from endosomes to the trans-Golgi network (TGN). It facilitates the fusion of endosome-derived vesicles with the TGN by capturing these vesicles before SNARE-mediated membrane fusion.,"Vps51, Vps52, Vps53, Vps54","VPS51, VPS52, VPS53, VPS54",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** Golgi-associated retrograde protein (GARP) complex,** Saccharomyces cerevisiae (Baker's yeast),"** Human, Mouse, C. elegans, Drosophila melanogaster","** The GARP complex is a tethering factor that mediates retrograde transport of vesicles from endosomes to the trans-Golgi network (TGN). It captures transport vesicles and promotes their fusion with the target membrane, facilitating the recycling of transmembrane proteins and lipids back to the TGN.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1275 = **0.9325**
zero-shot,,,,,,,
few-shot,Transmembrane channel-like protein 2 (TMC2) complex,Mouse (Mus musculus),"Human, Zebrafish","Functions as a mechanosensitive ion channel essential for hearing. TMC2 forms part of the mechanotransduction channel complex in cochlear hair cells, particularly during early postnatal development. It converts mechanical stimuli into electrical signals by allowing calcium and potassium ions to enter sensory hair cells when stereocilia are deflected.",- Transmembrane channel-like protein 2 (TMC2); - Transmembrane inner ear protein (TMIE); - Lipoma HMGIC fusion partner-like 5 protein (LHFPL5/TMHS); - Calcium and integrin-binding family member 2 (CIB2),- Tmc2; - Tmie; - Lhfpl5; - Cib2,(0.8 × 0.3) + (0.85 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.24 + 0.255 + 0.225 + 0.15 = **0.87**
contextual,Transmembrane Channel-like (TMC) 2 Complex,Mouse (Mus musculus),"Human, zebrafish","The TMC2 complex functions as a component of the mechanotransduction channel in inner ear hair cells. It is involved in converting mechanical stimuli into electrical signals during the hearing process. TMC2 plays a key role in hair cell development and function, particularly in the early postnatal period, and may partially compensate for TMC1 deficiency in cochlear hair cells.","Transmembrane channel-like protein 2, LHFPL Tetraspan subfamily member 5, Transmembrane inner ear expressed protein","Tmc2, Lhfpl5 (also known as Tmhs), Tmie",(0.85 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (0.90 × 0.15) = 0.255 + 0.24 + 0.2375 + 0.135 = **0.8675**
zero-sho,,,,,,,
few-shot,** Eukaryotic Initiation Factor 3 (eIF3) complex,** Human,"** Mouse, Drosophila melanogaster, C. elegans, Arabidopsis thaliana (with variations in subunit composition)","** The eIF3 complex is a crucial component of the translation initiation machinery in humans. It serves as a scaffold for assembly of the 43S pre-initiation complex, promotes binding of the ternary complex (eIF2-GTP-Met-tRNAi) to the 40S ribosomal subunit, facilitates mRNA recruitment to the ribosome, and assists in scanning for the start codon. Additionally, it plays roles in reinitiation after translation of upstream open reading frames and in nonsense-mediated mRNA decay.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextu,** Eukaryotic Initiation Factor 3 (eIF3) Complex,** Human (Homo sapiens),"** Mouse, Zebrafish, Drosophila melanogaster, C. elegans, Arabidopsis thaliana (with structural variations)","** The eIF3 complex plays a crucial role in translation initiation by binding to the 40S ribosomal subunit and promoting the formation of the 43S pre-initiation complex. It facilitates the binding of Met-tRNAi and mRNA to the 40S subunit, assists in scanning for the start codon, and participates in both cap-dependent and cap-independent translation initiation. The complex also has regulatory roles in protein synthesis, mRNA degradation, and cellular stress responses.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
_zero-shot,,,,,,,
_few-shot,Tip60 chromatin-remodeling complex,Drosophila melanogaster,"Human, Mouse, S. cerevisiae (as NuA4 complex)","The Tip60 complex functions as a multiprotein assembly with diverse roles in chromatin regulation, including histone acetylation (primarily H2A and H4), DNA repair, transcriptional regulation, and cell cycle control. It possesses both histone acetyltransferase (HAT) activity through Tip60/KAT5 and ATP-dependent chromatin remodeling activity through p400/Domino.","- dTip60 (Histone acetyltransferase Tip60); - Domino (ATP-dependent chromatin remodeler, p400 homolog); - dMrg15 (Chromodomain-containing protein); - dMrgBP (MRG binding protein); - dEaf6 (Esa1-associated factor 6); - dIng3 (Inhibitor of growth protein 3); - dGas41 (Glioma-amplified sequence 41); - E(Pc) (Enhancer of Polycomb); - dTra1 (Transcription-associated protein 1); - dRep (DNA repair protein Reptin); - dPon (DNA repair protein Pontin); - dTip48 (TIP49 homolog); - dTip49 (TIP48 homolog); - dBrd8 (Bromodomain-containing protein 8); - dYL-1 (Transcription factor YL-1)",- Tip60; - dom; - MRG15; - MrgBP; - Eaf6; - Ing3; - Gas41; - E(Pc); - Nipped-A (Tra1); - rept; - pont; - Tip48; - Tip49; - Brd8; - YL-1,(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.25) + (0.95 × 0.15) = 0.255 + 0.24 + 0.225 + 0.1425 = **0.8625**
_contextual,Tip60 (NuA4) Chromatin-Remodeling Complex,Drosophila melanogaster,"Human, Mouse, Saccharomyces cerevisiae (where it's called the NuA4 complex)","The Tip60 complex is a multi-subunit protein assembly that possesses histone acetyltransferase (HAT) activity, primarily targeting histone H4 and H2A variants. It plays crucial roles in transcriptional regulation, DNA damage repair, cell cycle progression, and apoptosis. The complex acetylates nucleosomal histones, facilitating chromatin relaxation and enabling access for transcription and repair machinery. It is particularly important in double-strand break repair through the homologous recombination pathway.","- Tip60 (KAT5 homolog, catalytic subunit); - Domino (p400/Swr1 homolog); - E(Pc) (Enhancer of Polycomb); - MRG15; - Mrg-binding protein; - Brd8; - Tra1; - Ing3; - DMAP1; - Eaf6; - Gas41; - Rept (Reptin); - Pont (Pontin); - YL-1",- Tip60; - domino; - E(Pc); - MRG15; - Mrg-bp; - Brd8; - Nipped-A; - Ing3; - Dmap1; - Eaf6; - Gas41; - Rept; - Pont; - YL-1,(0.85 × 0.3) + (0.9 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.225 + 0.15 = **0.90**
zero-shot,,,,,,,
few-shot,** COP9 Signalosome (CSN),** Human (*Homo sapiens*),"** Mouse, Drosophila melanogaster, Arabidopsis thaliana, Schizosaccharomyces pombe","** The COP9 signalosome is a highly conserved protein complex that regulates the ubiquitin-proteasome system by controlling the activity of cullin-RING E3 ubiquitin ligases (CRLs) through deneddylation of cullin proteins. This regulatory activity impacts various cellular processes including cell cycle control, DNA repair, and signal transduction pathways. Additionally, the CSN complex possesses associated deubiquitinating activity and kinase activity that contribute to its diverse regulatory functions.",**,**,** (0.95 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.2375 + 0.15 = **0.9425**
contextual,,,,,,,
zero-shot,,,,,,,
few-shot,** 20S Proteasome,** Human,"** Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae, and virtually all eukaryotes","** The 20S proteasome is the core particle of the 26S proteasome complex that functions in the ubiquitin-proteasome pathway to degrade damaged or unwanted proteins. It has a barrel-shaped structure with proteolytic activity chambers inside, containing multiple peptidase activities (chymotrypsin-like, trypsin-like, and caspase-like) that cleave proteins into small peptides.",**,**,** (0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.3 + 0.25 + 0.135 = **0.97**
